Year,Sector,Field,Average_Salary,Demand_Index,Job_Satisfaction,Remote_Potential,Automation_Risk,Innovation_Index,Sustainability_Score,Career_Flexibility,Top_Skills,Education_Required
2018,Engineering,Civil,6.07106733886365,45.75466301894458,71.86136653474951,25.48863148750746,50.177848479997515,48.90701354171919,60,71,AutoCAD; Surveying; Structural Design,14
2018,Engineering,Civil,5.841411537573672,44.766356597537744,71.14588296866901,24.943085988043237,51.68525304325452,50.34974548197589,60,71,AutoCAD; Surveying; Structural Design,14
2018,Engineering,Civil,5.827656226579967,46.85755244654656,74.49451466371944,24.418209944574063,53.84527527319383,48.58447192276154,60,71,AutoCAD; Surveying; Structural Design,14
2018,Engineering,Civil,5.842331680226602,45.285709685076846,72.16403225290921,25.431985020637825,51.994861003959734,51.41781135000209,60,71,AutoCAD; Surveying; Structural Design,14
2018,Engineering,Civil,5.793300821900728,47.28175750052487,72.09502333195375,25.67464267076251,52.303323874594916,47.95505305472943,60,71,AutoCAD; Surveying; Structural Design,14
2018,Engineering,Civil,6.1455393507698375,47.7204275968298,75.18911830480259,25.331652229583185,51.474344417288094,49.167691203126616,60,71,AutoCAD; Surveying; Structural Design,14
2019,Engineering,Civil,6.232982444930822,49.91954277770274,74.48682487287913,27.12139069363161,27.616038128810843,50.82659170514789,87,60,Surveying; AutoCAD; Structural Design,17
2019,Engineering,Civil,6.28748256780439,51.799344584315094,75.15481559485366,27.288190362504253,27.133602247231,51.696855706572094,87,60,Surveying; AutoCAD; Structural Design,17
2019,Engineering,Civil,6.192363888039993,50.231950654166695,74.51505007303939,27.114755288602094,26.880695459180078,52.12082157841915,87,60,Surveying; AutoCAD; Structural Design,17
2019,Engineering,Civil,6.325841825928394,50.40918091406724,75.50217686226625,27.05752300675009,26.49976086147002,51.914610546484155,87,60,Surveying; AutoCAD; Structural Design,17
2019,Engineering,Civil,6.160858351956544,49.028350588117185,72.17002143867958,25.465811003795253,27.42178357946224,51.51444732673346,87,60,Surveying; AutoCAD; Structural Design,17
2019,Engineering,Civil,6.149417166239936,52.468262578539914,74.4404196271346,27.527305616673804,28.05378572130465,50.533995670815806,87,60,Surveying; AutoCAD; Structural Design,17
2020,Engineering,Civil,6.356933748960928,56.76941415685645,61.20390101196659,28.653856884405066,34.91094748793864,50.26804716398023,68,74,Structural Design; AutoCAD; Surveying,17
2020,Engineering,Civil,6.712771569325823,55.73010956846428,62.496698831434465,27.73049942224069,33.34952110881733,52.647830194804556,68,74,Structural Design; AutoCAD; Surveying,17
2020,Engineering,Civil,6.542065986962831,55.43172833289956,62.08627892964959,28.881182061309904,33.89962197554449,52.16367211594377,68,74,Structural Design; AutoCAD; Surveying,17
2020,Engineering,Civil,6.737631121356556,53.86782202281749,61.50705095300788,28.09483122654379,32.9784146194276,49.349210696048246,68,74,Structural Design; AutoCAD; Surveying,17
2020,Engineering,Civil,6.5324737424641315,56.91544557094367,60.03818411789407,28.983116606147988,34.295094516697404,52.13286694113758,68,74,Structural Design; AutoCAD; Surveying,17
2020,Engineering,Civil,6.593806943350683,54.537025585153955,59.08534349300449,27.978246416007902,32.92183400573799,52.03494417991614,68,74,Structural Design; AutoCAD; Surveying,17
2021,Engineering,Civil,6.577177338084049,57.77567531193533,69.11493475511098,30.257486399140173,36.27539600477049,53.32479463556953,60,62,Structural Design; AutoCAD; Surveying,20
2021,Engineering,Civil,7.030707493380217,55.937324785881486,72.4134327253587,29.640127884877877,36.80821810260667,52.489609291621775,60,62,Structural Design; AutoCAD; Surveying,20
2021,Engineering,Civil,6.6826806119090865,56.59853755098228,68.85683336778187,28.912746664220077,38.35546087957357,51.831641043071556,60,62,Structural Design; AutoCAD; Surveying,20
2021,Engineering,Civil,6.683174735415928,56.602599657619,69.8697022199646,30.41164741366443,37.11342932527386,51.937611612795294,60,62,Structural Design; AutoCAD; Surveying,20
2021,Engineering,Civil,7.007599760708081,56.064366665994065,70.00266573834908,29.615589785361784,37.15856134498473,53.02361359271717,60,62,Structural Design; AutoCAD; Surveying,20
2021,Engineering,Civil,6.834644660078685,57.81191760140092,70.56380054944394,29.209534177111006,36.71038025173978,53.301443874233875,60,62,Structural Design; AutoCAD; Surveying,20
2022,Engineering,Civil,7.18646015207855,51.340396037911376,54.79746968718063,30.13611536256424,35.59570645331505,57.37789863976532,89,59,Project Estimation; Green Building; BIM; Revit,20
2022,Engineering,Civil,6.920529839097243,51.541643647596075,58.51240144005668,31.3681417462977,33.73965687860639,56.28706104167936,89,59,Project Estimation; Green Building; BIM; Revit,20
2022,Engineering,Civil,7.362226599185339,50.431940677293795,59.09263128758289,31.052196620494346,35.78421620835921,59.21052087984226,89,59,Project Estimation; Green Building; BIM; Revit,20
2022,Engineering,Civil,6.869634781913942,50.82149114111746,58.535719749614984,30.21385676974977,33.71154635225144,60.07276344238302,89,59,Project Estimation; Green Building; BIM; Revit,20
2022,Engineering,Civil,7.363195446933474,49.335015307565016,57.355781773275986,30.15950461683294,35.29894950343917,60.33551644929173,89,59,Project Estimation; Green Building; BIM; Revit,20
2022,Engineering,Civil,7.238289095248341,51.55697954514067,57.488933169646195,30.584133760844733,34.27982686981302,56.13095324824318,89,59,Project Estimation; Green Building; BIM; Revit,20
2023,Engineering,Civil,7.513952302206266,48.60932734116098,62.46475108862197,31.69917988938217,31.94116887070314,53.80858835088528,86,64,BIM; Green Building; Revit; Project Estimation,17
2023,Engineering,Civil,7.1949726449252225,47.34586235317835,61.28242093432925,31.719127367692703,31.062229007386673,52.712274706332494,86,64,BIM; Green Building; Revit; Project Estimation,17
2023,Engineering,Civil,7.269901172413451,49.86655590957285,63.70383025653689,33.73258921943524,31.596067046536344,55.206226005683035,86,64,BIM; Green Building; Revit; Project Estimation,17
2023,Engineering,Civil,7.2136529617153915,48.76365052667376,60.57048908520333,33.685566106319605,32.76529839911078,51.71679766828973,86,64,BIM; Green Building; Revit; Project Estimation,17
2023,Engineering,Civil,7.168614388646792,48.13105435546485,60.63155543238814,31.500304833887967,31.264635659538612,52.53473613150336,86,64,BIM; Green Building; Revit; Project Estimation,17
2023,Engineering,Civil,7.645317710503619,49.549540700570134,62.458155044258,32.131567580180764,31.157576806389674,51.768016219597676,86,64,BIM; Green Building; Revit; Project Estimation,17
2024,Engineering,Civil,7.906431485600543,57.45975471340035,70.63959229250219,33.06466042032589,47.358891798599274,54.526378998739595,90,78,Revit; BIM; Green Building; Project Estimation,19
2024,Engineering,Civil,7.508524709298347,57.133674214497475,68.44488446344117,33.43222513904118,47.33293981282363,56.88416877881753,90,78,Revit; BIM; Green Building; Project Estimation,19
2024,Engineering,Civil,7.661492243264606,58.66018052062227,68.73138439488385,33.236783689519946,49.21269118804142,55.71978989042723,90,78,Revit; BIM; Green Building; Project Estimation,19
2024,Engineering,Civil,7.810862493185529,56.21636831193386,67.8874949214429,32.897620507648405,47.34059966822026,53.119069706131434,90,78,Revit; BIM; Green Building; Project Estimation,19
2024,Engineering,Civil,7.781832859387928,59.45973069968396,66.00066386300705,34.0095427298505,46.80859062675444,55.28361044571414,90,78,Revit; BIM; Green Building; Project Estimation,19
2024,Engineering,Civil,7.741008604430939,55.520964844984384,67.83220000610031,34.91504715443126,49.753382674356686,55.5612715182123,90,78,Revit; BIM; Green Building; Project Estimation,19
2025,Engineering,Civil,8.13717017309311,56.07263222863633,64.76383783403337,35.279898574882445,51.0672454219087,56.17126059016624,67,74,Smart Infrastructure; GIS Integration; Sustainability Management,17
2025,Engineering,Civil,7.928907772636597,53.149053855852095,65.13408474250701,34.79750758754479,54.05535199533796,56.7070908488467,67,74,Smart Infrastructure; GIS Integration; Sustainability Management,17
2025,Engineering,Civil,8.20581728875401,52.78200050451581,64.32886941266632,36.26141158436856,52.90484190999731,56.43573632005532,67,74,Smart Infrastructure; GIS Integration; Sustainability Management,17
2025,Engineering,Civil,7.964161961469826,55.69391004063289,61.149064422214465,35.66746560194387,54.42866931628295,56.30137654948305,67,74,Smart Infrastructure; GIS Integration; Sustainability Management,17
2025,Engineering,Civil,8.381939068903998,55.0063495039155,62.09638453786377,35.3548131955391,54.89135496763449,56.682222977518045,67,74,Smart Infrastructure; GIS Integration; Sustainability Management,17
2025,Engineering,Civil,8.259590816481868,56.34404131931406,61.09718081735625,35.960838177859245,54.518369974405296,56.23968215203238,67,74,Smart Infrastructure; GIS Integration; Sustainability Management,17
2018,Engineering,Computer Science,9.435861121195929,49.78471864525721,71.27383566666344,39.49244507483699,37.18630708376485,53.97168209379683,57,75,C; Java; C++; Linux; SQL,18
2018,Engineering,Computer Science,9.520262961263432,49.3901505340986,70.8240881064894,40.949351549965144,38.47497246890485,55.82541955518466,57,75,C; Java; C++; Linux; SQL,18
2018,Engineering,Computer Science,9.223766674160977,49.31959930064622,68.09450611140777,39.33928294440839,37.49528239718209,55.20231687707082,57,75,C; Java; C++; Linux; SQL,18
2018,Engineering,Computer Science,9.115859446710521,49.12444037377286,66.73705689711961,40.40962602561929,36.71351247743777,54.39491716321475,57,75,C; Java; C++; Linux; SQL,18
2018,Engineering,Computer Science,9.722553970100206,49.342139956646285,69.93061038065534,38.404018130280235,35.7592429903615,54.297859395945764,57,75,C; Java; C++; Linux; SQL,18
2018,Engineering,Computer Science,9.29291696745705,48.622105107651805,70.50247288085224,40.432373495823825,36.87878843201557,56.247141821921566,57,75,C; Java; C++; Linux; SQL,18
2019,Engineering,Computer Science,10.038241158038666,49.16135139337375,66.70110357497997,41.87146791151933,50.376654699886736,45.14667042449449,46,85,Linux; C++; SQL; C; Java,17
2019,Engineering,Computer Science,10.15214936162288,50.433890442334544,68.35543469316056,41.61471552187632,49.35235564901502,45.3490056901113,46,85,Linux; C++; SQL; C; Java,17
2019,Engineering,Computer Science,9.878779397184408,49.87576924212542,70.43384875646163,44.026743352566896,52.14924295499784,46.99370747806733,46,85,Linux; C++; SQL; C; Java,17
2019,Engineering,Computer Science,9.96200827613803,48.11830865060793,69.14862423649714,42.25820009631726,49.96440153053208,48.458070860881065,46,85,Linux; C++; SQL; C; Java,17
2019,Engineering,Computer Science,9.978490564519705,48.9554823084243,67.43293711252416,44.150401678703545,48.987474864824385,46.54015325930233,46,85,Linux; C++; SQL; C; Java,17
2019,Engineering,Computer Science,10.338122349313176,47.97114476102538,67.22574054223476,43.143690551122035,49.08970997703758,46.782543425217824,46,85,Linux; C++; SQL; C; Java,17
2020,Engineering,Computer Science,10.889828773641158,54.4002012364917,58.21935684174338,46.56573317609509,40.87057899366551,45.49109533067578,48,79,SQL; Java; Linux; C++; C,15
2020,Engineering,Computer Science,11.08649289586412,53.09029423783871,59.02492897176866,45.52748408347851,39.384101565080336,45.55748397612919,48,79,SQL; Java; Linux; C++; C,15
2020,Engineering,Computer Science,11.04232386848208,55.481385390644284,55.73279855918584,47.46243566774896,42.19670912926982,46.752810895761314,48,79,SQL; Java; Linux; C++; C,15
2020,Engineering,Computer Science,10.691184221690133,54.30274929697277,57.951723023826816,44.55491040934007,41.479773620453244,46.41641654887013,48,79,SQL; Java; Linux; C++; C,15
2020,Engineering,Computer Science,10.813816423481772,56.03021797712896,56.262331506244124,47.00530516767535,41.501124718772736,47.17073989912754,48,79,SQL; Java; Linux; C++; C,15
2020,Engineering,Computer Science,11.129970900333097,54.19585896073464,57.08617706117306,45.36180073076781,40.35095738345215,47.3072429917208,48,79,SQL; Java; Linux; C++; C,15
2021,Engineering,Computer Science,11.198439926619773,48.37764367712075,73.92829922168151,50.133234116722285,57.38343143719612,47.21575252926789,74,85,SQL; C; C++; Linux; Java,20
2021,Engineering,Computer Science,11.218913202858142,51.84460830746423,73.74164295079898,50.940981946785996,58.71915016278301,47.33369815118675,74,85,SQL; C; C++; Linux; Java,20
2021,Engineering,Computer Science,11.131687968735173,50.83498158196159,72.43294531706933,49.20351848286706,57.09010014314374,47.36843186456096,74,85,SQL; C; C++; Linux; Java,20
2021,Engineering,Computer Science,11.932731814946903,50.09168091786083,72.82012069660856,47.61381276307996,57.6074535947183,47.05318020512916,74,85,SQL; C; C++; Linux; Java,20
2021,Engineering,Computer Science,11.299088881921453,50.02438177915368,75.12663947312745,47.69293283691246,60.18973587284907,49.25940463480962,74,85,SQL; C; C++; Linux; Java,20
2021,Engineering,Computer Science,11.393260909080547,48.71321221962014,75.84938318934974,47.45636702790596,57.33352866563087,47.45891290206739,74,85,SQL; C; C++; Linux; Java,20
2022,Engineering,Computer Science,11.955175330802223,46.72940963003845,55.82076572079152,53.23699434327568,60.15679825047365,47.87255579791013,58,76,Git; Agile; React; Python; Cloud (AWS/Azure); API Development,15
2022,Engineering,Computer Science,12.23629511403288,44.6752776575595,56.96925016681298,51.00724461740697,57.743073531977075,47.54326819096356,58,76,Git; Agile; React; Python; Cloud (AWS/Azure); API Development,15
2022,Engineering,Computer Science,11.986371573735962,46.365010364038476,59.08962047073405,53.98280182950662,60.20991320056551,48.99536515248437,58,76,Git; Agile; React; Python; Cloud (AWS/Azure); API Development,15
2022,Engineering,Computer Science,12.847167811876272,45.9923920548797,56.52424708948082,51.68614919195255,59.85871537595427,47.108035249458005,58,76,Git; Agile; React; Python; Cloud (AWS/Azure); API Development,15
2022,Engineering,Computer Science,12.102655542371963,44.39180891449308,57.67243169061749,54.01921540370257,58.16626223356235,47.085805825308185,58,76,Git; Agile; React; Python; Cloud (AWS/Azure); API Development,15
2022,Engineering,Computer Science,12.108036923186702,44.765629291846714,58.339798013322714,53.04578835144304,62.16762334259913,49.638624116615716,58,76,Git; Agile; React; Python; Cloud (AWS/Azure); API Development,15
2023,Engineering,Computer Science,13.584330935219697,50.75452078956188,63.31949646823797,52.869794161031884,55.69844170703039,46.91752527719845,59,71,Python; Cloud (AWS/Azure); API Development; React; Git; Agile,14
2023,Engineering,Computer Science,13.00689278396362,49.53903025925788,66.98046347239695,54.69053959894998,52.292105885389944,45.4243163387493,59,71,Python; Cloud (AWS/Azure); API Development; React; Git; Agile,14
2023,Engineering,Computer Science,13.01859151554404,47.17493016319557,65.16746355873462,53.32194542865705,53.005723710463776,44.97238361638193,59,71,Python; Cloud (AWS/Azure); API Development; React; Git; Agile,14
2023,Engineering,Computer Science,13.58267701286634,48.6151668931822,65.51417523563497,56.42683273478914,53.38089165277523,47.120286646895984,59,71,Python; Cloud (AWS/Azure); API Development; React; Git; Agile,14
2023,Engineering,Computer Science,13.427654562800177,49.340014073539784,63.55407564942813,56.43665445956611,54.502140039007884,44.25787531425444,59,71,Python; Cloud (AWS/Azure); API Development; React; Git; Agile,14
2023,Engineering,Computer Science,12.821373528891078,47.44493161906853,64.84643121548527,54.659858932514304,52.08703408789656,47.14584068819647,59,71,Python; Cloud (AWS/Azure); API Development; React; Git; Agile,14
2024,Engineering,Computer Science,14.356900525895913,49.57361174542629,67.03586763931023,56.6184363758965,47.852515607484705,45.88300108202065,40,90,Python; React; Agile; Cloud (AWS/Azure); Git; API Development,14
2024,Engineering,Computer Science,14.670110624236976,48.61476114119871,64.96914236545823,56.613195750424254,49.94278782266179,45.92864648615893,40,90,Python; React; Agile; Cloud (AWS/Azure); Git; API Development,14
2024,Engineering,Computer Science,14.240576716553225,48.48372406381753,65.75772533889894,57.095914278167925,48.94432075062586,44.6899520625571,40,90,Python; React; Agile; Cloud (AWS/Azure); Git; API Development,14
2024,Engineering,Computer Science,13.746576260968785,49.15001659913486,65.46658921530451,56.377296250693455,48.35626355893337,45.20305357618655,40,90,Python; React; Agile; Cloud (AWS/Azure); Git; API Development,14
2024,Engineering,Computer Science,14.387514855952144,50.447033427468725,64.25021528291167,57.62553394888285,47.36524158219326,45.032655243536105,40,90,Python; React; Agile; Cloud (AWS/Azure); Git; API Development,14
2024,Engineering,Computer Science,14.072294464322995,49.01394725919045,68.36193574739721,57.28818319814955,49.62232103494089,44.98686881393999,40,90,Python; React; Agile; Cloud (AWS/Azure); Git; API Development,14
2025,Engineering,Computer Science,15.048340015173155,47.974822983883634,65.29781353885642,59.41999904637011,31.461954456213164,47.517319468117144,44,84,Cloud DevOps; Microservices; Docker; AI Integration; System Design; Kubernetes,15
2025,Engineering,Computer Science,15.725822591798162,48.121790313567615,68.9901270229065,63.32282011773178,33.03807856603415,48.22578699465463,44,84,Cloud DevOps; Microservices; Docker; AI Integration; System Design; Kubernetes,15
2025,Engineering,Computer Science,14.600000191176916,48.70277783665846,66.84973103672917,60.94628627753134,33.02673388019392,46.64126435679199,44,84,Cloud DevOps; Microservices; Docker; AI Integration; System Design; Kubernetes,15
2025,Engineering,Computer Science,15.76692277658601,47.94094154468102,65.78367258375984,61.326050417863314,32.22267478335254,46.86172475740549,44,84,Cloud DevOps; Microservices; Docker; AI Integration; System Design; Kubernetes,15
2025,Engineering,Computer Science,14.651759873319126,49.1454004096927,65.3281084433559,61.46298530521022,31.279509595062645,48.079727160788764,44,84,Cloud DevOps; Microservices; Docker; AI Integration; System Design; Kubernetes,15
2025,Engineering,Computer Science,15.470438415799919,49.4160591327351,65.49701140121724,58.59618121405951,30.725651437272486,45.86238449252822,44,84,Cloud DevOps; Microservices; Docker; AI Integration; System Design; Kubernetes,15
2018,Engineering,Electronics,7.349257641436664,51.36643154863409,68.67199755081671,40.60903943168028,33.33462283094136,46.418522423349415,50,58,General Skills; Communication; Teamwork,20
2018,Engineering,Electronics,7.775803840078923,49.67178770681572,70.61053190592521,38.55543947390467,33.9720160416165,49.938156421149856,50,58,General Skills; Communication; Teamwork,20
2018,Engineering,Electronics,7.564667853368313,52.96447542373639,68.98620697196051,39.3772922238949,33.375351654497386,46.98087738121757,50,58,General Skills; Communication; Teamwork,20
2018,Engineering,Electronics,7.616480186136324,50.71939203083043,72.07534661457265,38.909393418799986,34.27658456478225,47.80202298701047,50,58,General Skills; Communication; Teamwork,20
